agency_cd,site_no,datetime,discharge-cuft
USGS,9058000,12/22/17,394
USGS,9058000,12/23/17,384
USGS,9058000,12/24/17,379
USGS,9058000,12/25/17,418
USGS,9058000,12/26/17,405
USGS,9058000,12/27/17,431
USGS,9058000,12/28/17,480
USGS,9058000,12/29/17,465
USGS,9058000,12/30/17,485
USGS,9058000,12/31/17,498
USGS,9058000,1/1/18,490
USGS,9058000,1/2/18,468
USGS,9058000,1/3/18,452
USGS,9058000,1/4/18,440
USGS,9058000,1/5/18,421
USGS,9058000,1/6/18,414
USGS,9058000,1/7/18,437
USGS,9058000,1/8/18,469
USGS,9058000,1/9/18,511
USGS,9058000,1/10/18,476
USGS,9058000,1/11/18,470
USGS,9058000,1/12/18,464
USGS,9058000,1/13/18,459
USGS,9058000,1/14/18,463
USGS,9058000,1/15/18,455
USGS,9058000,1/16/18,445
USGS,9058000,1/17/18,436
USGS,9058000,1/18/18,428
USGS,9058000,1/19/18,424
USGS,9058000,1/20/18,418
USGS,9058000,1/21/18,411
USGS,9058000,1/22/18,408
USGS,9058000,1/23/18,409
USGS,9058000,1/24/18,411
USGS,9058000,1/25/18,414
USGS,9058000,1/26/18,418
USGS,9058000,1/27/18,420
USGS,9058000,1/28/18,424
USGS,9058000,1/29/18,426
USGS,9058000,1/30/18,430
USGS,9058000,1/31/18,431
USGS,9058000,2/1/18,428
USGS,9058000,2/2/18,427
USGS,9058000,2/3/18,429
USGS,9058000,2/4/18,417
USGS,9058000,2/5/18,421
USGS,9058000,2/6/18,424
USGS,9058000,2/7/18,418
USGS,9058000,2/8/18,417
USGS,9058000,2/9/18,425
USGS,9058000,2/10/18,440
USGS,9058000,2/11/18,425
USGS,9058000,2/12/18,422
USGS,9058000,2/13/18,443
USGS,9058000,2/14/18,453
USGS,9058000,2/15/18,464
USGS,9058000,2/16/18,441
USGS,9058000,2/17/18,445
USGS,9058000,2/18/18,455
USGS,9058000,2/19/18,466
USGS,9058000,2/20/18,442
USGS,9058000,2/21/18,401
USGS,9058000,2/22/18,416
USGS,9058000,2/23/18,426
USGS,9058000,2/24/18,428
USGS,9058000,2/25/18,412
USGS,9058000,2/26/18,395
USGS,9058000,2/27/18,384
USGS,9058000,2/28/18,390
USGS,9058000,3/1/18,398
USGS,9058000,3/2/18,411
USGS,9058000,3/3/18,424
USGS,9058000,3/4/18,445
USGS,9058000,3/5/18,405
USGS,9058000,3/6/18,426
USGS,9058000,3/7/18,440
USGS,9058000,3/8/18,440
USGS,9058000,3/9/18,412
USGS,9058000,3/10/18,401
USGS,9058000,3/11/18,392
USGS,9058000,3/12/18,401
USGS,9058000,3/13/18,411
USGS,9058000,3/14/18,446
USGS,9058000,3/15/18,471
USGS,9058000,3/16/18,477
USGS,9058000,3/17/18,455
USGS,9058000,3/18/18,461
USGS,9058000,3/19/18,469
USGS,9058000,3/20/18,451
USGS,9058000,3/21/18,469
USGS,9058000,3/22/18,473
USGS,9058000,3/23/18,535
USGS,9058000,3/24/18,625
USGS,9058000,3/25/18,624
USGS,9058000,3/26/18,626
USGS,9058000,3/27/18,629
USGS,9058000,3/28/18,688
USGS,9058000,3/29/18,657
USGS,9058000,3/30/18,624
USGS,9058000,3/31/18,628
USGS,9058000,4/1/18,647
USGS,9058000,4/2/18,681
USGS,9058000,4/3/18,743
USGS,9058000,4/4/18,731
USGS,9058000,4/5/18,650
USGS,9058000,4/6/18,665
USGS,9058000,4/7/18,745
USGS,9058000,4/8/18,888
USGS,9058000,4/9/18,1070
USGS,9058000,4/10/18,986
USGS,9058000,4/11/18,756
USGS,9058000,4/12/18,797
USGS,9058000,4/13/18,968
USGS,9058000,4/14/18,897
USGS,9058000,4/15/18,840
USGS,9058000,4/16/18,830
USGS,9058000,4/17/18,896
USGS,9058000,4/18/18,896
USGS,9058000,4/19/18,864
USGS,9058000,4/20/18,807
USGS,9058000,4/21/18,755
USGS,9058000,4/22/18,667
USGS,9058000,4/23/18,672
USGS,9058000,4/24/18,727
USGS,9058000,4/25/18,745
USGS,9058000,4/26/18,640
USGS,9058000,4/27/18,577
USGS,9058000,4/28/18,599
USGS,9058000,4/29/18,658
USGS,9058000,4/30/18,698
USGS,9058000,5/1/18,745
USGS,9058000,5/2/18,707
USGS,9058000,5/3/18,689
USGS,9058000,5/4/18,687
USGS,9058000,5/5/18,687
USGS,9058000,5/6/18,690
USGS,9058000,5/7/18,664
USGS,9058000,5/8/18,712
USGS,9058000,5/9/18,822
USGS,9058000,5/10/18,902
USGS,9058000,5/11/18,1040
USGS,9058000,5/12/18,1300
USGS,9058000,5/13/18,1360
USGS,9058000,5/14/18,1270
USGS,9058000,5/15/18,1090
USGS,9058000,5/16/18,987
USGS,9058000,5/17/18,861
USGS,9058000,5/18/18,845
USGS,9058000,5/19/18,865
USGS,9058000,5/20/18,840
USGS,9058000,5/21/18,816
USGS,9058000,5/22/18,759
USGS,9058000,5/23/18,823
USGS,9058000,5/24/18,795
USGS,9058000,5/25/18,781
USGS,9058000,5/26/18,763
USGS,9058000,5/27/18,752
USGS,9058000,5/28/18,734
USGS,9058000,5/29/18,660
USGS,9058000,5/30/18,727
USGS,9058000,5/31/18,847
USGS,9058000,6/1/18,979
USGS,9058000,6/2/18,1070
USGS,9058000,6/3/18,1100
USGS,9058000,6/4/18,1170
USGS,9058000,6/5/18,810
USGS,9058000,6/6/18,604
USGS,9058000,6/7/18,585
USGS,9058000,6/8/18,592
USGS,9058000,6/9/18,628
USGS,9058000,6/10/18,612
USGS,9058000,6/11/18,547
USGS,9058000,6/12/18,484
USGS,9058000,6/13/18,482
USGS,9058000,6/14/18,494
USGS,9058000,6/15/18,554
USGS,9058000,6/16/18,718
USGS,9058000,6/17/18,833
USGS,9058000,6/18/18,1220
USGS,9058000,6/19/18,1120
USGS,9058000,6/20/18,945
USGS,9058000,6/21/18,941
USGS,9058000,6/22/18,896
USGS,9058000,6/23/18,704
USGS,9058000,6/24/18,649
USGS,9058000,6/25/18,673
USGS,9058000,6/26/18,611
USGS,9058000,6/27/18,630
USGS,9058000,6/28/18,610
USGS,9058000,6/29/18,614
USGS,9058000,6/30/18,582
USGS,9058000,7/1/18,668
USGS,9058000,7/2/18,639
USGS,9058000,7/3/18,733
USGS,9058000,7/4/18,810
USGS,9058000,7/5/18,865
USGS,9058000,7/6/18,936
USGS,9058000,7/7/18,938
USGS,9058000,7/8/18,902
USGS,9058000,7/9/18,905
USGS,9058000,7/10/18,852
USGS,9058000,7/11/18,840
USGS,9058000,7/12/18,883
USGS,9058000,7/13/18,977
USGS,9058000,7/14/18,978
USGS,9058000,7/15/18,921
USGS,9058000,7/16/18,963
USGS,9058000,7/17/18,1150
USGS,9058000,7/18/18,1160
USGS,9058000,7/19/18,1150
USGS,9058000,7/20/18,1160
USGS,9058000,7/21/18,1360
USGS,9058000,7/22/18,1390
USGS,9058000,7/23/18,1400
USGS,9058000,7/24/18,1370
USGS,9058000,7/25/18,1370
USGS,9058000,7/26/18,1430
USGS,9058000,7/27/18,1430
USGS,9058000,7/28/18,1440
USGS,9058000,7/29/18,1430
USGS,9058000,7/30/18,1410
USGS,9058000,7/31/18,1320
USGS,9058000,8/1/18,1230
USGS,9058000,8/2/18,1410
USGS,9058000,8/3/18,1470
USGS,9058000,8/4/18,1450
USGS,9058000,8/5/18,1460
USGS,9058000,8/6/18,1450
USGS,9058000,8/7/18,1430
USGS,9058000,8/8/18,1460
USGS,9058000,8/9/18,1480
USGS,9058000,8/10/18,1530
USGS,9058000,8/11/18,1470
USGS,9058000,8/12/18,1460
USGS,9058000,8/13/18,1440
USGS,9058000,8/14/18,1390
USGS,9058000,8/15/18,1350
USGS,9058000,8/16/18,1470
USGS,9058000,8/17/18,1450
USGS,9058000,8/18/18,1430
USGS,9058000,8/19/18,1440
USGS,9058000,8/20/18,1440
USGS,9058000,8/21/18,1470
USGS,9058000,8/22/18,1490
USGS,9058000,8/23/18,1610
USGS,9058000,8/24/18,1530
USGS,9058000,8/25/18,1460
USGS,9058000,8/26/18,1490
USGS,9058000,8/27/18,1490
USGS,9058000,8/28/18,1480
USGS,9058000,8/29/18,1470
USGS,9058000,8/30/18,1460
USGS,9058000,8/31/18,1370
USGS,9058000,9/1/18,1180
USGS,9058000,9/2/18,1180
USGS,9058000,9/3/18,1180
USGS,9058000,9/4/18,1190
USGS,9058000,9/5/18,1190
USGS,9058000,9/6/18,1130
USGS,9058000,9/7/18,1090
USGS,9058000,9/8/18,1040
USGS,9058000,9/9/18,1030
USGS,9058000,9/10/18,999
USGS,9058000,9/11/18,953
USGS,9058000,9/12/18,946
USGS,9058000,9/13/18,920
USGS,9058000,9/14/18,876
USGS,9058000,9/15/18,860
USGS,9058000,9/16/18,842
USGS,9058000,9/17/18,834
USGS,9058000,9/18/18,799
USGS,9058000,9/19/18,728
USGS,9058000,9/20/18,648
USGS,9058000,9/21/18,559
USGS,9058000,9/22/18,549
USGS,9058000,9/23/18,547
USGS,9058000,9/24/18,558
USGS,9058000,9/25/18,564
USGS,9058000,9/26/18,564
USGS,9058000,9/27/18,576
USGS,9058000,9/28/18,559
USGS,9058000,9/29/18,561
USGS,9058000,9/30/18,559
USGS,9058000,10/1/18,474
USGS,9058000,10/2/18,434
USGS,9058000,10/3/18,441
USGS,9058000,10/4/18,521
USGS,9058000,10/5/18,538
USGS,9058000,10/6/18,542
USGS,9058000,10/7/18,538
USGS,9058000,10/8/18,552
USGS,9058000,10/9/18,547
USGS,9058000,10/10/18,553
USGS,9058000,10/11/18,581
USGS,9058000,10/12/18,594
USGS,9058000,10/13/18,566
USGS,9058000,10/14/18,565
USGS,9058000,10/15/18,558
USGS,9058000,10/16/18,567
USGS,9058000,10/17/18,574
USGS,9058000,10/18/18,547
USGS,9058000,10/19/18,543
USGS,9058000,10/20/18,510
USGS,9058000,10/21/18,506
USGS,9058000,10/22/18,508
USGS,9058000,10/23/18,512
USGS,9058000,10/24/18,511
USGS,9058000,10/25/18,533
USGS,9058000,10/26/18,533
USGS,9058000,10/27/18,545
USGS,9058000,10/28/18,552
USGS,9058000,10/29/18,553
USGS,9058000,10/30/18,549
USGS,9058000,10/31/18,546
USGS,9058000,11/1/18,558
USGS,9058000,11/2/18,591
USGS,9058000,11/3/18,600
USGS,9058000,11/4/18,580
USGS,9058000,11/5/18,581
USGS,9058000,11/6/18,563
USGS,9058000,11/7/18,556
USGS,9058000,11/8/18,531
USGS,9058000,11/9/18,506
USGS,9058000,11/10/18,484
USGS,9058000,11/11/18,491
USGS,9058000,11/12/18,507
USGS,9058000,11/13/18,498
USGS,9058000,11/14/18,474
USGS,9058000,11/15/18,483
USGS,9058000,11/16/18,469
USGS,9058000,11/17/18,468
USGS,9058000,11/18/18,479
USGS,9058000,11/19/18,457
USGS,9058000,11/20/18,433
USGS,9058000,11/21/18,427
USGS,9058000,11/22/18,424
USGS,9058000,11/23/18,423
USGS,9058000,11/24/18,429
USGS,9058000,11/25/18,419
USGS,9058000,11/26/18,382
USGS,9058000,11/27/18,418
USGS,9058000,11/28/18,466
USGS,9058000,11/29/18,458
USGS,9058000,11/30/18,439
USGS,9058000,12/1/18,462
USGS,9058000,12/2/18,424
USGS,9058000,12/3/18,456
USGS,9058000,12/4/18,453
USGS,9058000,12/5/18,419
USGS,9058000,12/6/18,487
USGS,9058000,12/7/18,482
USGS,9058000,12/8/18,440
USGS,9058000,12/9/18,435
USGS,9058000,12/10/18,412
USGS,9058000,12/11/18,446
USGS,9058000,12/12/18,435
USGS,9058000,12/13/18,430
USGS,9058000,12/14/18,425
USGS,9058000,12/15/18,419
USGS,9058000,12/16/18,401
USGS,9058000,12/17/18,400
USGS,9058000,12/18/18,416
USGS,9058000,12/19/18,384
USGS,9058000,12/20/18,387
USGS,9058000,12/21/18,397
USGS,9058000,12/22/18,409
USGS,9058000,12/23/18,369
USGS,9058000,12/24/18,358
USGS,9058000,12/25/18,392
USGS,9058000,12/26/18,373
USGS,9058000,12/27/18,374
USGS,9058000,12/28/18,367
USGS,9058000,12/29/18,358
USGS,9058000,12/30/18,376
USGS,9058000,12/31/18,373
USGS,9058000,1/1/19,368
USGS,9058000,1/2/19,364
USGS,9058000,1/3/19,345
USGS,9058000,1/4/19,328
USGS,9058000,1/5/19,332
USGS,9058000,1/6/19,365
USGS,9058000,1/7/19,384
USGS,9058000,1/8/19,388
USGS,9058000,1/9/19,383
USGS,9058000,1/10/19,376
USGS,9058000,1/11/19,376
USGS,9058000,1/12/19,381
USGS,9058000,1/13/19,369
USGS,9058000,1/14/19,367
USGS,9058000,1/15/19,376
USGS,9058000,1/16/19,428
USGS,9058000,1/17/19,419
USGS,9058000,1/18/19,411
USGS,9058000,1/19/19,396
USGS,9058000,1/20/19,399
USGS,9058000,1/21/19,405
USGS,9058000,1/22/19,396
USGS,9058000,1/23/19,393
USGS,9058000,1/24/19,402
USGS,9058000,1/25/19,395
USGS,9058000,1/26/19,392
USGS,9058000,1/27/19,398
USGS,9058000,1/28/19,396
USGS,9058000,1/29/19,394
USGS,9058000,1/30/19,425
USGS,9058000,1/31/19,445
USGS,9058000,2/1/19,447
USGS,9058000,2/2/19,441
USGS,9058000,2/3/19,444
USGS,9058000,2/4/19,433
USGS,9058000,2/5/19,434
USGS,9058000,2/6/19,446
USGS,9058000,2/7/19,391
USGS,9058000,2/8/19,416
USGS,9058000,2/9/19,404
USGS,9058000,2/10/19,397
USGS,9058000,2/11/19,395
USGS,9058000,2/12/19,394
USGS,9058000,2/13/19,395
USGS,9058000,2/14/19,395
USGS,9058000,2/15/19,392
USGS,9058000,2/16/19,389
USGS,9058000,2/17/19,384
USGS,9058000,2/18/19,383
USGS,9058000,2/19/19,386
USGS,9058000,2/20/19,375
USGS,9058000,2/21/19,381
USGS,9058000,2/22/19,401
USGS,9058000,2/23/19,415
USGS,9058000,2/24/19,414
USGS,9058000,2/25/19,421
USGS,9058000,2/26/19,434
USGS,9058000,2/27/19,410
USGS,9058000,2/28/19,433
USGS,9058000,3/1/19,447
USGS,9058000,3/2/19,441
USGS,9058000,3/3/19,438
USGS,9058000,3/4/19,434
USGS,9058000,3/5/19,384
USGS,9058000,3/6/19,408
USGS,9058000,3/7/19,426
USGS,9058000,3/8/19,407
USGS,9058000,3/9/19,382
USGS,9058000,3/10/19,404
USGS,9058000,3/11/19,423
USGS,9058000,3/12/19,450
USGS,9058000,3/13/19,447
USGS,9058000,3/14/19,445
USGS,9058000,3/15/19,444
USGS,9058000,3/16/19,444
USGS,9058000,3/17/19,453
USGS,9058000,3/18/19,470
USGS,9058000,3/19/19,482
USGS,9058000,3/20/19,486
USGS,9058000,3/21/19,489
USGS,9058000,3/22/19,488
USGS,9058000,3/23/19,485
USGS,9058000,3/24/19,482
USGS,9058000,3/25/19,469
USGS,9058000,3/26/19,455
USGS,9058000,3/27/19,490
USGS,9058000,3/28/19,567
USGS,9058000,3/29/19,631
USGS,9058000,3/30/19,608
USGS,9058000,3/31/19,573
USGS,9058000,4/1/19,569
USGS,9058000,4/2/19,604
USGS,9058000,4/3/19,687
USGS,9058000,4/4/19,689
USGS,9058000,4/5/19,660
USGS,9058000,4/6/19,694
USGS,9058000,4/7/19,712
USGS,9058000,4/8/19,737
USGS,9058000,4/9/19,885
USGS,9058000,4/10/19,944
USGS,9058000,4/11/19,869
USGS,9058000,4/12/19,707
USGS,9058000,4/13/19,696
USGS,9058000,4/14/19,665
USGS,9058000,4/15/19,667
USGS,9058000,4/16/19,812
USGS,9058000,4/17/19,876
USGS,9058000,4/18/19,846
USGS,9058000,4/19/19,779
USGS,9058000,4/20/19,773
USGS,9058000,4/21/19,923
USGS,9058000,4/22/19,956
USGS,9058000,4/23/19,947
USGS,9058000,4/24/19,1010
USGS,9058000,4/25/19,1040
USGS,9058000,4/26/19,1130
USGS,9058000,4/27/19,1350
USGS,9058000,4/28/19,1500
USGS,9058000,4/29/19,1490
USGS,9058000,4/30/19,1570
USGS,9058000,5/1/19,1590
USGS,9058000,5/2/19,1400
USGS,9058000,5/3/19,1250
USGS,9058000,5/4/19,1180
USGS,9058000,5/5/19,1160
USGS,9058000,5/6/19,1160
USGS,9058000,5/7/19,1210
USGS,9058000,5/8/19,1230
USGS,9058000,5/9/19,1160
USGS,9058000,5/10/19,1080
USGS,9058000,5/11/19,998
USGS,9058000,5/12/19,932
USGS,9058000,5/13/19,903
USGS,9058000,5/14/19,975
USGS,9058000,5/15/19,1050
USGS,9058000,5/16/19,1390
USGS,9058000,5/17/19,1500
USGS,9058000,5/18/19,1570
USGS,9058000,5/19/19,1480
USGS,9058000,5/20/19,1390
USGS,9058000,5/21/19,1430
USGS,9058000,5/22/19,1380
USGS,9058000,5/23/19,1250
USGS,9058000,5/24/19,1220
USGS,9058000,5/25/19,1160
USGS,9058000,5/26/19,1080
USGS,9058000,5/27/19,1030
USGS,9058000,5/28/19,1070
USGS,9058000,5/29/19,1150
USGS,9058000,5/30/19,1190
USGS,9058000,5/31/19,1280
USGS,9058000,6/1/19,1260
USGS,9058000,6/2/19,1290
USGS,9058000,6/3/19,1430
USGS,9058000,6/4/19,1640
USGS,9058000,6/5/19,1690
USGS,9058000,6/6/19,1890
USGS,9058000,6/7/19,2150
USGS,9058000,6/8/19,2330
USGS,9058000,6/9/19,2400
USGS,9058000,6/10/19,2310
USGS,9058000,6/11/19,2190
USGS,9058000,6/12/19,2240
USGS,9058000,6/13/19,2330
USGS,9058000,6/14/19,2480
USGS,9058000,6/15/19,2950
USGS,9058000,6/16/19,3130
USGS,9058000,6/17/19,3310
USGS,9058000,6/18/19,3370
USGS,9058000,6/19/19,3590
USGS,9058000,6/20/19,3540
USGS,9058000,6/21/19,3680
USGS,9058000,6/22/19,4090
USGS,9058000,6/23/19,4200
USGS,9058000,6/24/19,3550
USGS,9058000,6/25/19,3240
USGS,9058000,6/26/19,3100
USGS,9058000,6/27/19,3200
USGS,9058000,6/28/19,3330
USGS,9058000,6/29/19,3420
USGS,9058000,6/30/19,3570
USGS,9058000,7/1/19,3930
USGS,9058000,7/2/19,4460
USGS,9058000,7/3/19,4810
USGS,9058000,7/4/19,4960
USGS,9058000,7/5/19,4860
USGS,9058000,7/6/19,4510
USGS,9058000,7/7/19,4430
USGS,9058000,7/8/19,4570
USGS,9058000,7/9/19,4220
USGS,9058000,7/10/19,3840
USGS,9058000,7/11/19,3490
USGS,9058000,7/12/19,3180
USGS,9058000,7/13/19,3230
USGS,9058000,7/14/19,3810
USGS,9058000,7/15/19,4180
USGS,9058000,7/16/19,4200
USGS,9058000,7/17/19,3940
USGS,9058000,7/18/19,3670
USGS,9058000,7/19/19,3480
USGS,9058000,7/20/19,3070
USGS,9058000,7/21/19,2900
USGS,9058000,7/22/19,2870
USGS,9058000,7/23/19,2770
USGS,9058000,7/24/19,2490
USGS,9058000,7/25/19,2370
USGS,9058000,7/26/19,2320
USGS,9058000,7/27/19,2270
USGS,9058000,7/28/19,2270
USGS,9058000,7/29/19,2130
USGS,9058000,7/30/19,2070
USGS,9058000,7/31/19,2020
USGS,9058000,8/1/19,1990
USGS,9058000,8/2/19,1910
USGS,9058000,8/3/19,1780
USGS,9058000,8/4/19,1720
USGS,9058000,8/5/19,1640
USGS,9058000,8/6/19,1620
USGS,9058000,8/7/19,1580
USGS,9058000,8/8/19,1550
USGS,9058000,8/9/19,1500
USGS,9058000,8/10/19,1440
USGS,9058000,8/11/19,1410
USGS,9058000,8/12/19,1440
USGS,9058000,8/13/19,1460
USGS,9058000,8/14/19,1390
USGS,9058000,8/15/19,1230
USGS,9058000,8/16/19,1140
USGS,9058000,8/17/19,1070
USGS,9058000,8/18/19,1050
USGS,9058000,8/19/19,1010
USGS,9058000,8/20/19,903
USGS,9058000,8/21/19,871
USGS,9058000,8/22/19,908
USGS,9058000,8/23/19,983
USGS,9058000,8/24/19,1060
USGS,9058000,8/25/19,1020
USGS,9058000,8/26/19,984
USGS,9058000,8/27/19,935
USGS,9058000,8/28/19,915
USGS,9058000,8/29/19,1050
USGS,9058000,8/30/19,1270
USGS,9058000,8/31/19,1300
USGS,9058000,9/1/19,1350
USGS,9058000,9/2/19,1370
USGS,9058000,9/3/19,1350
USGS,9058000,9/4/19,1310
USGS,9058000,9/5/19,1300
USGS,9058000,9/6/19,1320
USGS,9058000,9/7/19,1360
USGS,9058000,9/8/19,1370
USGS,9058000,9/9/19,1400
USGS,9058000,9/10/19,1510
USGS,9058000,9/11/19,1520
USGS,9058000,9/12/19,1540
USGS,9058000,9/13/19,1520
USGS,9058000,9/14/19,1490
USGS,9058000,9/15/19,1430
USGS,9058000,9/16/19,1370
USGS,9058000,9/17/19,1330
USGS,9058000,9/18/19,1280
USGS,9058000,9/19/19,1280
USGS,9058000,9/20/19,1220
USGS,9058000,9/21/19,1270
USGS,9058000,9/22/19,1280
USGS,9058000,9/23/19,1280
USGS,9058000,9/24/19,1240
USGS,9058000,9/25/19,1210
USGS,9058000,9/26/19,1270
USGS,9058000,9/27/19,1270
USGS,9058000,9/28/19,1220
USGS,9058000,9/29/19,1210
USGS,9058000,9/30/19,1250
USGS,9058000,10/1/19,1210
USGS,9058000,10/2/19,1220
USGS,9058000,10/3/19,1230
USGS,9058000,10/4/19,1180
USGS,9058000,10/5/19,1170
USGS,9058000,10/6/19,1170
USGS,9058000,10/7/19,1170
USGS,9058000,10/8/19,1150
USGS,9058000,10/9/19,1110
USGS,9058000,10/10/19,1120
USGS,9058000,10/11/19,1110
USGS,9058000,10/12/19,1080
USGS,9058000,10/13/19,1060
USGS,9058000,10/14/19,1070
USGS,9058000,10/15/19,1060
USGS,9058000,10/16/19,1060
USGS,9058000,10/17/19,1060
USGS,9058000,10/18/19,1080
USGS,9058000,10/19/19,1090
USGS,9058000,10/20/19,1090
USGS,9058000,10/21/19,1100
USGS,9058000,10/22/19,1100
USGS,9058000,10/23/19,1130
USGS,9058000,10/24/19,1150
USGS,9058000,10/25/19,1100
USGS,9058000,10/26/19,1080
USGS,9058000,10/27/19,1070
USGS,9058000,10/28/19,1090
USGS,9058000,10/29/19,1110
USGS,9058000,10/30/19,1030
USGS,9058000,10/31/19,904
USGS,9058000,11/1/19,822
USGS,9058000,11/2/19,734
USGS,9058000,11/3/19,674
USGS,9058000,11/4/19,685
USGS,9058000,11/5/19,676
USGS,9058000,11/6/19,670
USGS,9058000,11/7/19,676
USGS,9058000,11/8/19,658
USGS,9058000,11/9/19,652
USGS,9058000,11/10/19,655
USGS,9058000,11/11/19,605
USGS,9058000,11/12/19,575
USGS,9058000,11/13/19,569
USGS,9058000,11/14/19,616
USGS,9058000,11/15/19,614
USGS,9058000,11/16/19,607
USGS,9058000,11/17/19,613
USGS,9058000,11/18/19,611
USGS,9058000,11/19/19,599
USGS,9058000,11/20/19,607
USGS,9058000,11/21/19,614
USGS,9058000,11/22/19,600
USGS,9058000,11/23/19,578
USGS,9058000,11/24/19,556
USGS,9058000,11/25/19,553
USGS,9058000,11/26/19,559
USGS,9058000,11/27/19,509
USGS,9058000,11/28/19,537
USGS,9058000,11/29/19,526
USGS,9058000,11/30/19,530
USGS,9058000,12/1/19,512
USGS,9058000,12/2/19,511
USGS,9058000,12/3/19,546
USGS,9058000,12/4/19,534
USGS,9058000,12/5/19,525
USGS,9058000,12/6/19,525
USGS,9058000,12/7/19,499
USGS,9058000,12/8/19,530
USGS,9058000,12/9/19,525
USGS,9058000,12/10/19,515
USGS,9058000,12/11/19,502
USGS,9058000,12/12/19,517
USGS,9058000,12/13/19,522
USGS,9058000,12/14/19,511
USGS,9058000,12/15/19,501
USGS,9058000,12/16/19,458
USGS,9058000,12/17/19,366
USGS,9058000,12/18/19,376
USGS,9058000,12/19/19,385
USGS,9058000,12/20/19,386
USGS,9058000,12/21/19,391
USGS,9058000,12/22/19,397
USGS,9058000,12/23/19,408
USGS,9058000,12/24/19,413
USGS,9058000,12/25/19,419
USGS,9058000,12/26/19,412
USGS,9058000,12/27/19,410
USGS,9058000,12/28/19,407
USGS,9058000,12/29/19,406
USGS,9058000,12/30/19,394
USGS,9058000,12/31/19,394
USGS,9058000,1/1/20,396
USGS,9058000,1/2/20,403
USGS,9058000,1/3/20,402
USGS,9058000,1/4/20,396
USGS,9058000,1/5/20,399
USGS,9058000,1/6/20,399
USGS,9058000,1/7/20,403
USGS,9058000,1/8/20,400
USGS,9058000,1/9/20,401
USGS,9058000,1/10/20,414
USGS,9058000,1/11/20,415
USGS,9058000,1/12/20,414
USGS,9058000,1/13/20,414
USGS,9058000,1/14/20,407
USGS,9058000,1/15/20,401
USGS,9058000,1/16/20,403
USGS,9058000,1/17/20,403
USGS,9058000,1/18/20,403
USGS,9058000,1/19/20,407
USGS,9058000,1/20/20,414
USGS,9058000,1/21/20,415
USGS,9058000,1/22/20,415
USGS,9058000,1/23/20,422
USGS,9058000,1/24/20,423
USGS,9058000,1/25/20,422
USGS,9058000,1/26/20,424
USGS,9058000,1/27/20,421
USGS,9058000,1/28/20,406
USGS,9058000,1/29/20,396
USGS,9058000,1/30/20,390
USGS,9058000,1/31/20,394
USGS,9058000,2/1/20,398
USGS,9058000,2/2/20,381
USGS,9058000,2/3/20,379
USGS,9058000,2/4/20,370
USGS,9058000,2/5/20,365
USGS,9058000,2/6/20,385
USGS,9058000,2/7/20,389
USGS,9058000,2/8/20,392
USGS,9058000,2/9/20,392
USGS,9058000,2/10/20,390
USGS,9058000,2/11/20,419
USGS,9058000,2/12/20,418
USGS,9058000,2/13/20,423
USGS,9058000,2/14/20,425
USGS,9058000,2/15/20,435
USGS,9058000,2/16/20,424
USGS,9058000,2/17/20,397
USGS,9058000,2/18/20,403
USGS,9058000,2/19/20,385
USGS,9058000,2/20/20,357
USGS,9058000,2/21/20,397
USGS,9058000,2/22/20,404
USGS,9058000,2/23/20,422
USGS,9058000,2/24/20,408
USGS,9058000,2/25/20,411
USGS,9058000,2/26/20,383
USGS,9058000,2/27/20,398
USGS,9058000,2/28/20,404
USGS,9058000,2/29/20,397
USGS,9058000,3/1/20,430
USGS,9058000,3/2/20,478
USGS,9058000,3/3/20,459
USGS,9058000,3/4/20,434
USGS,9058000,3/5/20,421
USGS,9058000,3/6/20,431
USGS,9058000,3/7/20,456
USGS,9058000,3/8/20,469
USGS,9058000,3/9/20,484
USGS,9058000,3/10/20,493
USGS,9058000,3/11/20,490
USGS,9058000,3/12/20,515
USGS,9058000,3/13/20,546
USGS,9058000,3/14/20,537
USGS,9058000,3/15/20,549
USGS,9058000,3/16/20,556
USGS,9058000,3/17/20,547
USGS,9058000,3/18/20,567
USGS,9058000,3/19/20,547
USGS,9058000,3/20/20,510
USGS,9058000,3/21/20,482
USGS,9058000,3/22/20,486
USGS,9058000,3/23/20,463
USGS,9058000,3/24/20,552
USGS,9058000,3/25/20,664
USGS,9058000,3/26/20,681
USGS,9058000,3/27/20,689
USGS,9058000,3/28/20,638
USGS,9058000,3/29/20,615
USGS,9058000,3/30/20,611
USGS,9058000,3/31/20,623
USGS,9058000,4/1/20,658
USGS,9058000,4/2/20,686
USGS,9058000,4/3/20,681
USGS,9058000,4/4/20,677
USGS,9058000,4/5/20,665
USGS,9058000,4/6/20,680
USGS,9058000,4/7/20,701
USGS,9058000,4/8/20,723
USGS,9058000,4/9/20,744
USGS,9058000,4/10/20,780
USGS,9058000,4/11/20,843
USGS,9058000,4/12/20,861
USGS,9058000,4/13/20,814
USGS,9058000,4/14/20,732
USGS,9058000,4/15/20,709
USGS,9058000,4/16/20,832
USGS,9058000,4/17/20,820
USGS,9058000,4/18/20,887
USGS,9058000,4/19/20,897
USGS,9058000,4/20/20,909
USGS,9058000,4/21/20,857
USGS,9058000,4/22/20,815
USGS,9058000,4/23/20,837
USGS,9058000,4/24/20,904
USGS,9058000,4/25/20,903
USGS,9058000,4/26/20,893
USGS,9058000,4/27/20,948
