X,Y,ArcticDEM1
-2138150,413450,3.744870424
-2138150,413350,3.53749299
-2138050,413250,3.188312769
-2138050,413050,3.186429501
-2138050,413150,3.041401386
-2138050,413250,3.188312769
-2138050,413050,3.186429501
-2137950,413050,2.760266542
-2137850,413050,2.477040291
-2137750,413050,2.258522749
-2137750,413050,2.258522749
-2137650,412950,2.125021458
-2137550,412950,2.01039362
-2137550,412950,2.01039362
-2137450,412850,2.685919762
-2137350,412850,2.299007177
-2137250,412750,1.896798134
-2137250,412750,1.896798134
-2137150,412650,1.616600871
-2137050,412650,1.241403699
-2137050,412650,1.241403699
-2136950,412550,0.978227615
-2136850,412550,0.796136796
-2136850,412550,0.796136796
-2136750,412450,0.389389604
-2136750,412350,0.423706234
-2136750,412350,0.423706234
-2136650,412350,0.610256791
-2136550,412350,0.678375781
-2136450,412350,0.030580338
-2136350,412350,-0.125133619
-2136350,412350,-0.125133619
-2136250,412250,-0.135528311
-2136150,412250,-0.388887346
-2136150,412250,-0.388887346
-2136050,412150,-0.645147681
-2135950,412050,-1.052948356
-2135950,412050,-1.052948356
-2135850,411950,-1.13900125
-2135850,411850,-1.278306723
-2135850,411850,-1.278306723
-2135850,411850,-1.278306723
-2135750,411750,-1.546688914
-2135650,411750,-1.549631476
-2135650,411750,-1.549631476
-2135650,411750,-1.549631476
-2135550,411650,-1.815883279
-2135550,411650,-1.815883279
-2135650,411550,-1.760480285
-2135650,411450,-1.881708264
-2135650,411350,-2.04138732
-2135650,411450,-1.881708264
-2135650,411150,-2.524267673
-2135650,411250,-2.376164436
-2135650,411350,-2.04138732
-2135650,410950,-2.550875664
-2135650,411050,-2.514527559
-2135650,411150,-2.524267673
-2135650,410950,-2.550875664
-2135750,410850,-1.855799079
-2135750,410850,-1.855799079
-2135650,410750,-2.07357049
-2135550,410750,-2.453439951
-2135550,410750,-2.453439951
-2135450,410650,-2.346271992
-2135450,410650,-2.346271992
-2135350,410650,-2.48681426
-2135250,410650,-2.362972498
-2135250,410650,-2.362972498
-2135150,410750,-2.492955208
-2135150,410750,-2.492955208
-2135050,410850,-2.446394682
-2134950,410850,-1.890276432
-2134950,410850,-1.890276432
-2134850,410850,-1.886648655
-2134750,410850,-1.950470805
-2134750,410850,-1.950470805
-2134650,410850,-1.99805069
-2134550,410850,-2.081316233
-2134550,410850,-2.081316233
-2134450,410950,-2.155011177
-2134450,410950,-2.155011177
-2134450,411050,-2.036983967
-2134450,411050,-2.036983967
-2134450,411150,-1.990194082
-2134450,411250,-2.311939001
-2134450,411250,-2.311939001
-2134450,411350,-2.308370829
-2134450,411350,-2.308370829
-2134550,411450,-0.86112684
-2134550,411550,1.329835653
-2134550,411550,1.329835653
-2134550,411650,0.817728221
-2134550,411750,-0.245429873
-2134550,411750,-0.245429873
-2134550,411850,-1.11060822
-2134550,411950,-1.94475472
-2134550,411950,-1.94475472
-2134650,412050,-2.201732397
-2134650,412050,-2.201732397
-2134750,412150,-2.415886402
-2134750,412150,-2.415886402
-2134750,412250,-2.017256975
-2134750,412250,-2.017256975
-2134750,412350,-2.246288538
-2134750,412450,-2.438433647
-2134750,412450,-2.438433647
-2134750,412450,-2.438433647
-2134650,412450,-2.467458963
-2134550,412450,-2.447183609
-2134450,412450,-2.273584843
-2134450,412450,-2.273584843
-2134350,412550,-2.232013464
-2134250,412550,-2.612425804
-2134250,412550,-2.612425804
-2134250,412650,-2.563707829
-2134250,412650,-2.563707829
-2134150,412550,-2.744241714
-2134050,412550,-2.667133331
-2134050,412550,-2.667133331
-2133950,412450,-2.323291779
-2133950,412350,-2.239041567
-2133950,412450,-2.323291779
-2133950,412250,-2.327780247
-2133950,412350,-2.239041567
-2133950,412250,-2.327780247
-2133850,412150,-2.542417526
-2133850,412050,-2.358981848
